Month,WeekOfMonth,DayOfWeek,Make,AccidentArea,DayOfWeekClaimed,MonthClaimed,WeekOfMonthClaimed,Sex,MaritalStatus,Age,Fault,PolicyType,VehicleCategory,VehiclePrice,FraudFound_P,PolicyNumber,RepNumber,Deductible,DriverRating,Days_Policy_Accident,Days_Policy_Claim,PastNumberOfClaims,AgeOfVehicle,AgeOfPolicyHolder,PoliceReportFiled,WitnessPresent,AgentType,NumberOfSuppliments,AddressChange_Claim,NumberOfCars,Year,BasePolicy,predicted_fraud,fraud_probability
May,3,Friday,Toyota,Urban,Monday,May,4,Male,Single,28,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,12789,7,400,4,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,Liability,0,0.28292519272529326
Apr,5,Sunday,Pontiac,Urban,Thursday,May,1,Male,Single,24,Policy Holder,Sedan - Collision,Sedan,less than 20000,0,12790,12,400,2,more than 30,more than 30,none,6 years,26 to 30,No,No,External,more than 5,4 to 8 years,2 vehicles,1996,Collision,0,0.4974648410220306
Aug,2,Friday,Chevrolet,Urban,Tuesday,Aug,4,Male,Married,55,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,12791,16,400,1,more than 30,more than 30,2 to 4,more than 7,41 to 50,Yes,No,External,more than 5,no change,1 vehicle,1996,All Perils,0,0.5453179494618838
Jun,1,Monday,Mazda,Urban,Monday,Jun,2,Male,Married,41,Third Party,Sport - Collision,Sport,more than 69000,0,12792,9,400,2,more than 30,more than 30,none,more than 7,36 to 40,No,No,External,none,no change,1 vehicle,1996,Collision,0,0.38154449987971495
Jun,3,Monday,Mazda,Urban,Monday,Jun,3,Female,Married,37,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,12793,12,400,2,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,none,no change,3 to 4,1996,Liability,0,0.4025116846766583
Apr,1,Monday,Honda,Urban,Tuesday,Apr,1,Male,Married,29,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,12794,3,400,4,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1996,Liability,0,0.33374911160553056
Apr,1,Saturday,Chevrolet,Urban,Monday,Apr,1,Male,Married,32,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,0,12795,11,400,4,more than 30,more than 30,more than 4,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,All Perils,0,0.30310702605456485
Apr,3,Wednesday,Toyota,Urban,Thursday,May,1,Male,Married,40,Policy Holder,Sedan - All Perils,Sedan,less than 20000,0,12796,14,400,1,more than 30,more than 30,none,more than 7,36 to 40,No,No,External,none,no change,1 vehicle,1996,All Perils,0,0.3650728662223325
Apr,3,Friday,Mazda,Rural,Friday,Apr,3,Male,Single,19,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,12797,1,400,3,more than 30,more than 30,2 to 4,3 years,21 to 25,No,No,External,more than 5,no change,1 vehicle,1996,Liability,1,0.6213662938868512
Apr,2,Saturday,Toyota,Urban,Tuesday,May,1,Male,Married,52,Policy Holder,Sedan - All Perils,Sedan,less than 20000,0,12798,12,400,4,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1996,All Perils,0,0.3421646783141653
Jun,2,Sunday,Toyota,Urban,Monday,Jun,2,Male,Married,31,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,12799,6,400,4,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Liability,0,0.16776943738941752
Jun,2,Sunday,Mazda,Urban,Monday,Jun,2,Male,Married,37,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,12800,11,400,3,more than 30,more than 30,2 to 4,6 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1996,Collision,0,0.05406251033749576
Jun,2,Wednesday,Nisson,Urban,Monday,Jun,4,Male,Married,39,Policy Holder,Sedan - All Perils,Sedan,more than 69000,0,12801,10,400,2,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,All Perils,0,0.22416996577841142
Jun,2,Wednesday,Honda,Urban,Friday,Jun,2,Male,Single,52,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,12802,3,500,4,more than 30,more than 30,more than 4,7 years,41 to 50,No,No,External,none,2 to 3 years,1 vehicle,1996,Liability,0,0.4875919133617844
May,4,Monday,Pontiac,Rural,Monday,May,4,Male,Married,39,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,12803,4,400,2,more than 30,more than 30,1,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1996,Collision,0,0.2719956578550392
Jun,2,Wednesday,Honda,Urban,Monday,Jun,4,Male,Single,30,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,1,12804,15,400,1,more than 30,more than 30,none,6 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1996,Collision,0,0.43519577488571026
Sep,4,Thursday,Honda,Rural,Thursday,Oct,1,Male,Married,54,Third Party,Sedan - All Perils,Sedan,30000 to 39000,0,12805,7,400,3,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1996,All Perils,0,0.4442108310936118
Sep,3,Thursday,Mazda,Urban,Wednesday,Oct,1,Male,Single,42,Third Party,Sedan - Collision,Sedan,30000 to 39000,0,12806,2,400,3,more than 30,more than 30,none,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1996,Collision,0,0.3115220060748983
Sep,2,Thursday,Pontiac,Urban,Monday,Sep,2,Male,Married,39,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,12807,13,400,1,more than 30,more than 30,none,more than 7,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1996,Collision,0,0.26897039459984184
Sep,1,Tuesday,Toyota,Urban,Wednesday,Sep,3,Male,Married,26,Third Party,Sedan - Liability,Sport,20000 to 29000,0,12808,1,400,4,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Liability,0,0.4092137891275214
Oct,3,Monday,Chevrolet,Urban,Friday,Nov,4,Female,Single,45,Policy Holder,Sedan - Liability,Sport,more than 69000,0,12809,10,400,3,more than 30,more than 30,more than 4,6 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,Liability,0,0.48003422118358396
Jun,2,Wednesday,Toyota,Rural,Monday,Jun,3,Male,Married,27,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,1,12810,11,400,1,more than 30,more than 30,none,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Collision,0,0.4825280535476859
Oct,3,Friday,Accura,Rural,Monday,Oct,3,Male,Married,45,Policy Holder,Sedan - All Perils,Sedan,more than 69000,0,12811,2,400,3,more than 30,more than 30,none,more than 7,36 to 40,No,No,External,3 to 5,4 to 8 years,2 vehicles,1996,All Perils,1,0.6937950632478448
Apr,2,Saturday,Chevrolet,Urban,Monday,Apr,2,Male,Married,52,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,12812,10,400,2,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,1 to 2,no change,1 vehicle,1996,All Perils,0,0.32022175646448614
Apr,1,Thursday,Accura,Urban,Thursday,Apr,1,Male,Married,31,Third Party,Sedan - All Perils,Sedan,30000 to 39000,0,12813,1,400,1,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,All Perils,0,0.39761288943905715
May,2,Sunday,Toyota,Urban,Monday,May,4,Male,Single,27,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,12814,1,400,1,more than 30,more than 30,1,7 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1996,Liability,0,0.3351881875883326
May,1,Wednesday,Toyota,Urban,Friday,May,1,Female,Married,41,Policy Holder,Sedan - All Perils,Sedan,less than 20000,0,12815,7,400,4,more than 30,more than 30,1,5 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,All Perils,0,0.5381699476124671
Jul,4,Wednesday,Toyota,Urban,Thursday,Aug,5,Male,Single,28,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,12816,13,400,4,more than 30,more than 30,more than 4,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Collision,0,0.31316077509491735
Jul,4,Friday,Pontiac,Rural,Thursday,Aug,1,Male,Married,29,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,12817,8,400,1,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1996,Collision,0,0.3555384283208448
Jul,1,Monday,Ford,Rural,Wednesday,Jul,1,Male,Married,29,Policy Holder,Sedan - Collision,Sedan,40000 to 59000,0,12818,2,400,1,more than 30,more than 30,1,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,Collision,0,0.39048143124796864
Aug,5,Monday,Pontiac,Urban,Monday,Sep,1,Male,Single,27,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,12819,6,400,3,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,Collision,0,0.27201174732360134
Jun,2,Wednesday,Mazda,Rural,Friday,Jun,3,Male,Single,27,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,12820,4,400,4,more than 30,more than 30,none,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,All Perils,0,0.4652936252396105
Nov,3,Tuesday,Nisson,Urban,Thursday,Nov,3,Male,Married,60,Third Party,Utility - All Perils,Utility,more than 69000,0,12821,1,400,4,more than 30,more than 30,1,more than 7,51 to 65,No,No,External,more than 5,no change,1 vehicle,1996,All Perils,1,0.595048267860675
Nov,1,Sunday,Toyota,Rural,Tuesday,Nov,5,Male,Married,30,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,12822,15,400,2,more than 30,more than 30,none,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Collision,0,0.39442969675402606
Dec,3,Tuesday,Ford,Urban,Wednesday,Dec,4,Male,Married,33,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,0,12823,7,400,2,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,All Perils,0,0.17951991576719872
Feb,1,Sunday,Pontiac,Rural,Thursday,Feb,2,Male,Married,65,Third Party,Sedan - Liability,Sport,20000 to 29000,0,12824,9,400,3,more than 30,more than 30,2 to 4,6 years,51 to 65,No,No,External,none,no change,1 vehicle,1996,Liability,0,0.4385761560362732
Feb,1,Saturday,Pontiac,Urban,Monday,Feb,2,Male,Married,44,Policy Holder,Sedan - All Perils,Sedan,less than 20000,0,12825,1,400,3,more than 30,more than 30,1,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,All Perils,0,0.27132419415908304
Jun,2,Wednesday,Chevrolet,Urban,Monday,Jun,2,Male,Single,42,Policy Holder,Sedan - All Perils,Sedan,more than 69000,1,12826,7,400,2,more than 30,more than 30,1,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1996,All Perils,0,0.5439000801763547
Mar,2,Wednesday,Chevrolet,Urban,Thursday,Mar,3,Female,Married,31,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,12827,11,400,3,more than 30,more than 30,none,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,All Perils,0,0.3218378664897664
Jun,1,Saturday,Mazda,Rural,Monday,Jun,1,Female,Married,69,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,12828,11,400,2,more than 30,more than 30,2 to 4,more than 7,over 65,No,No,External,none,no change,1 vehicle,1996,Collision,0,0.5408878568009646
Jun,1,Wednesday,Pontiac,Urban,Thursday,Jun,1,Male,Married,79,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,12829,2,400,2,more than 30,more than 30,1,more than 7,over 65,No,No,External,more than 5,no change,1 vehicle,1996,Collision,0,0.3251033002921341
Jul,1,Monday,Pontiac,Urban,Monday,Jul,1,Male,Single,34,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,12830,10,400,3,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,Collision,0,0.21649425487402485
Jul,1,Monday,Honda,Urban,Thursday,Jul,5,Female,Married,47,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,12831,5,400,3,more than 30,more than 30,more than 4,7 years,41 to 50,No,No,External,none,no change,1 vehicle,1996,Liability,0,0.35317981594001724
Sep,4,Wednesday,Mazda,Urban,Friday,Sep,4,Male,Married,30,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,12832,16,400,4,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,1 to 2,1 year,2 vehicles,1996,All Perils,1,0.7105383669085327
Sep,1,Monday,Chevrolet,Urban,Tuesday,Sep,3,Male,Married,31,Policy Holder,Utility - All Perils,Utility,more than 69000,0,12833,8,400,2,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,All Perils,0,0.5056910556971886
Feb,4,Wednesday,Accura,Urban,Thursday,Feb,4,Male,Married,38,Third Party,Sedan - Liability,Sport,more than 69000,0,12834,14,400,2,more than 30,more than 30,1,more than 7,36 to 40,No,No,External,more than 5,no change,3 to 4,1996,Liability,1,0.6159562726475356
Jun,2,Thursday,Mazda,Urban,Monday,Jun,2,Male,Married,35,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,1,12835,1,700,4,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,Collision,0,0.4857542927615711
May,4,Sunday,Honda,Urban,Monday,Dec,1,Male,Single,29,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,12836,6,400,4,more than 30,more than 30,more than 4,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,Collision,0,0.30765180554502025
Jul,5,Sunday,Toyota,Urban,Monday,Jul,5,Male,Married,31,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,12837,16,400,3,more than 30,more than 30,2 to 4,5 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1996,Liability,0,0.36195564693578375
Oct,1,Thursday,Chevrolet,Urban,Friday,Oct,1,Male,Married,54,Third Party,Sedan - All Perils,Sedan,30000 to 39000,0,12838,7,400,4,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1996,All Perils,0,0.40124800481776457
Sep,3,Wednesday,Mazda,Urban,Wednesday,Sep,4,Male,Single,24,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,12839,15,400,2,more than 30,more than 30,2 to 4,4 years,26 to 30,No,No,External,more than 5,no change,1 vehicle,1996,Liability,0,0.3803310883645844
Oct,4,Sunday,Honda,Urban,Monday,Oct,4,Male,Married,30,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,12840,16,400,4,more than 30,more than 30,1,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,Liability,0,0.24646359507876614
Aug,3,Thursday,Pontiac,Urban,Thursday,Aug,3,Male,Married,57,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,12841,4,400,2,more than 30,more than 30,more than 4,more than 7,51 to 65,No,No,External,3 to 5,no change,1 vehicle,1996,Liability,0,0.2377202895679813
Aug,3,Thursday,Mazda,Urban,Friday,Aug,3,Male,Single,26,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,12842,3,400,2,more than 30,more than 30,1,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1996,Liability,0,0.3352519515798251
Jun,2,Thursday,Saturn,Urban,Tuesday,Jun,2,Male,Married,67,Policy Holder,Sedan - All Perils,Sedan,60000 to 69000,1,12843,15,400,4,more than 30,more than 30,none,more than 7,over 65,No,No,External,none,no change,1 vehicle,1996,All Perils,0,0.5107304606141013
Jun,2,Thursday,Toyota,Urban,Monday,Sep,4,Male,Married,63,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,12844,1,400,2,more than 30,more than 30,none,more than 7,51 to 65,No,No,External,more than 5,no change,1 vehicle,1996,Liability,0,0.36451359779789916
Jul,2,Sunday,Pontiac,Urban,Monday,Jul,2,Male,Married,26,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,12845,11,400,2,more than 30,more than 30,more than 4,7 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1996,Liability,0,0.12648399129294619
Jun,2,Saturday,Mazda,Urban,Monday,Jun,3,Male,Married,39,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,12846,6,400,3,more than 30,more than 30,1,6 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1996,Liability,0,0.184501657729648
Jun,2,Friday,Chevrolet,Urban,Tuesday,Jun,2,Male,Married,35,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,12847,14,400,4,more than 30,more than 30,1,7 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1996,Collision,0,0.24569261879918824
Mar,1,Monday,Toyota,Urban,Tuesday,Mar,2,Female,Married,32,Policy Holder,Sedan - Liability,Sport,less than 20000,0,12848,10,400,3,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,Liability,0,0.38236878048331135
Jun,2,Friday,Honda,Rural,Monday,Jun,3,Male,Married,38,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,1,12849,5,400,2,more than 30,more than 30,2 to 4,4 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,All Perils,0,0.5097789526602322
Dec,2,Thursday,Pontiac,Urban,Friday,Dec,2,Female,Single,33,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,12850,5,400,4,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1996,Liability,0,0.38623937746693104
Nov,5,Tuesday,Pontiac,Urban,Tuesday,Nov,5,Male,Married,56,Third Party,Sedan - Collision,Sedan,30000 to 39000,0,12851,1,400,1,8 to 15,8 to 15,2 to 4,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,1996,Collision,0,0.5080869738452933
Dec,1,Thursday,Honda,Urban,Monday,Dec,1,Male,Single,32,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,12852,4,400,3,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,All Perils,0,0.33622629320390984
Nov,4,Tuesday,Pontiac,Urban,Wednesday,Nov,4,Female,Single,47,Third Party,Sedan - All Perils,Sedan,less than 20000,0,12853,11,500,1,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,more than 5,2 to 3 years,2 vehicles,1996,All Perils,1,0.7744331367314211
Nov,4,Tuesday,Mazda,Urban,Wednesday,Nov,4,Male,Married,37,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,12854,12,400,2,more than 30,more than 30,1,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,Liability,0,0.18200085107853314
Nov,1,Friday,Pontiac,Rural,Tuesday,Nov,2,Male,Married,46,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,12855,9,400,4,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1996,Collision,0,0.4012391473437431
Nov,1,Wednesday,Mazda,Urban,Thursday,Nov,1,Male,Married,55,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,12856,6,400,2,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1996,All Perils,0,0.2639539642994785
Oct,2,Thursday,Toyota,Urban,Monday,Oct,4,Male,Single,33,Third Party,Sedan - All Perils,Sedan,30000 to 39000,0,12857,5,400,3,more than 30,more than 30,1,5 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,All Perils,0,0.3781961189698022
Oct,2,Thursday,Saab,Urban,Monday,Oct,4,Male,Married,46,Third Party,Sedan - All Perils,Sedan,30000 to 39000,0,12858,4,400,3,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1996,All Perils,0,0.27938984642341114
Sep,4,Tuesday,Pontiac,Urban,Wednesday,Sep,5,Female,Married,79,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,12859,12,400,2,more than 30,more than 30,1,more than 7,over 65,No,No,External,3 to 5,no change,1 vehicle,1996,All Perils,1,0.5979906343503267
Aug,4,Monday,Toyota,Urban,Thursday,Oct,1,Male,Married,34,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,12860,6,400,4,more than 30,more than 30,1,4 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,All Perils,0,0.3593017369533753
Jul,4,Tuesday,Chevrolet,Urban,Tuesday,Jul,4,Male,Married,42,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,12861,6,400,4,more than 30,more than 30,1,4 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,Liability,0,0.301913182360404
Jun,5,Tuesday,Honda,Urban,Thursday,Jul,2,Female,Married,34,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,12862,10,400,4,more than 30,more than 30,2 to 4,5 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1996,Collision,0,0.437389090189958
Jun,4,Saturday,Honda,Urban,Thursday,Jul,5,Female,Single,26,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,12863,5,400,2,more than 30,more than 30,2 to 4,5 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1996,Collision,0,0.3791280697610254
Jun,4,Friday,Honda,Urban,Thursday,Jun,5,Male,Single,33,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,12864,3,400,1,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Collision,0,0.25246670294296536
Jun,2,Friday,Pontiac,Urban,Thursday,Aug,4,Male,Single,31,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,1,12865,7,400,1,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Collision,0,0.41474510599257763
Jun,2,Friday,Toyota,Urban,Wednesday,Jun,4,Female,Single,42,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,12866,1,700,4,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1996,All Perils,1,0.6691914342374694
May,5,Sunday,Honda,Urban,Thursday,Jun,1,Male,Single,32,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,12867,2,400,3,more than 30,more than 30,1,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,All Perils,0,0.3467812662870011
Jun,2,Friday,Mazda,Urban,Monday,Jun,2,Male,Single,30,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,12868,10,400,2,more than 30,more than 30,1,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,All Perils,0,0.25551588489843147
May,3,Friday,Toyota,Urban,Friday,Jun,2,Male,Single,33,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,12869,3,400,4,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Collision,0,0.28314873340683866
May,2,Wednesday,Chevrolet,Urban,Thursday,May,3,Male,Married,33,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,12870,10,400,1,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,All Perils,0,0.23225886924542205
Apr,4,Tuesday,Pontiac,Urban,Tuesday,May,4,Male,Married,42,Third Party,Sedan - Liability,Sport,30000 to 39000,0,12871,9,400,4,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1996,Liability,0,0.30263956839770545
Mar,2,Tuesday,Toyota,Urban,Wednesday,Mar,4,Male,Married,76,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,12872,3,400,3,more than 30,more than 30,2 to 4,more than 7,over 65,No,No,External,3 to 5,no change,1 vehicle,1996,Collision,0,0.28565688376269516
Dec,4,Friday,Honda,Rural,Tuesday,Dec,4,Male,Single,0,Third Party,Sedan - All Perils,Sedan,more than 69000,0,12873,10,400,1,more than 30,more than 30,more than 4,new,16 to 17,No,No,External,none,no change,1 vehicle,1996,All Perils,1,0.6972044926800769
Jan,5,Friday,Mazda,Urban,Monday,Feb,2,Male,Married,74,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,12874,1,400,1,more than 30,more than 30,1,more than 7,over 65,No,No,External,more than 5,4 to 8 years,2 vehicles,1996,All Perils,1,0.6478055991671918
May,2,Monday,VW,Urban,Tuesday,May,2,Male,Married,38,Third Party,Sedan - Collision,Sedan,40000 to 59000,0,12875,6,400,4,more than 30,more than 30,1,more than 7,36 to 40,No,No,External,none,no change,3 to 4,1996,Collision,0,0.45036046954552467
Dec,1,Monday,Chevrolet,Urban,Monday,Dec,1,Female,Single,27,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,12876,4,400,1,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1996,Liability,0,0.47546512593134904
Dec,1,Saturday,Pontiac,Urban,Monday,Dec,1,Male,Married,52,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,12877,6,400,2,more than 30,more than 30,2 to 4,6 years,41 to 50,No,No,External,more than 5,no change,1 vehicle,1996,Collision,0,0.22527721815605517
Dec,1,Monday,Honda,Urban,Monday,Dec,1,Male,Married,41,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,12878,11,400,1,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,Collision,0,0.1706105492314569
Sep,5,Saturday,Chevrolet,Urban,Monday,Oct,1,Male,Married,51,Third Party,Sedan - All Perils,Sedan,30000 to 39000,0,12879,15,400,2,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1996,All Perils,0,0.3847302379361871
Sep,3,Monday,Chevrolet,Urban,Monday,Sep,3,Female,Married,53,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,12880,11,400,2,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1996,Liability,0,0.3690250370978454
Sep,3,Friday,Pontiac,Urban,Friday,Sep,3,Male,Married,64,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,12881,1,400,1,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,1996,Liability,0,0.4149511932157671
Aug,3,Tuesday,Toyota,Urban,Wednesday,Aug,3,Male,Married,29,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,12882,15,400,3,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,All Perils,0,0.24659788179292952
Jun,4,Tuesday,Honda,Urban,Wednesday,Jun,5,Male,Married,37,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,12883,13,400,4,more than 30,more than 30,none,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1996,Liability,0,0.26619316620091626
Jun,4,Thursday,Ford,Urban,Friday,Jun,4,Male,Married,49,Third Party,Sedan - All Perils,Sedan,40000 to 59000,0,12884,8,400,3,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,External,none,no change,1 vehicle,1996,All Perils,0,0.24215669247203342
Jun,3,Saturday,VW,Urban,Friday,Jun,4,Male,Married,34,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,12885,2,400,2,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1996,Collision,0,0.19327626805424236
May,2,Tuesday,Mazda,Urban,Thursday,Dec,2,Male,Single,34,Third Party,Sedan - Collision,Sedan,30000 to 39000,0,12886,11,400,1,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,Collision,0,0.21915331642788993
